"subject","mode","pretty_condition","question","score","ROTATION","SHAPE"
"2LAYF","asynch","ORTH-90",10,0,"90","ORTH"
"2LAYF","asynch","ORTH-90",11,0,"90","ORTH"
"2LAYF","asynch","ORTH-90",12,0,"90","ORTH"
"2LAYF","asynch","ORTH-90",13,0,"90","ORTH"
"23D03","asynch","ORTH-90",1,0,"90","ORTH"
"23D03","asynch","ORTH-90",2,0,"90","ORTH"
"23D03","asynch","ORTH-90",3,0,"90","ORTH"
"23D03","asynch","ORTH-90",4,0,"90","ORTH"
"23D03","asynch","ORTH-90",5,0,"90","ORTH"
"23D03","asynch","ORTH-90",6,0,"90","ORTH"
"23D03","asynch","ORTH-90",7,0,"90","ORTH"
"23D03","asynch","ORTH-90",8,0,"90","ORTH"
"23D03","asynch","ORTH-90",9,0,"90","ORTH"
"23D03","asynch","ORTH-90",10,0,"90","ORTH"
"23D03","asynch","ORTH-90",11,0,"90","ORTH"
"23D03","asynch","ORTH-90",12,0,"90","ORTH"
"23D03","asynch","ORTH-90",13,0,"90","ORTH"
"4N2R9","asynch","ORTH-90",1,1,"90","ORTH"
"4N2R9","asynch","ORTH-90",2,2,"90","ORTH"
"4N2R9","asynch","ORTH-90",3,3,"90","ORTH"
"4N2R9","asynch","ORTH-90",4,4,"90","ORTH"
"4N2R9","asynch","ORTH-90",5,5,"90","ORTH"
"4N2R9","asynch","ORTH-90",6,6,"90","ORTH"
"4N2R9","asynch","ORTH-90",7,7,"90","ORTH"
"4N2R9","asynch","ORTH-90",8,8,"90","ORTH"
"4N2R9","asynch","ORTH-90",9,9,"90","ORTH"
"4N2R9","asynch","ORTH-90",10,10,"90","ORTH"
"4N2R9","asynch","ORTH-90",11,11,"90","ORTH"
"4N2R9","asynch","ORTH-90",12,12,"90","ORTH"
"4N2R9","asynch","ORTH-90",13,13,"90","ORTH"
"FU00K","asynch","ORTH-90",1,0,"90","ORTH"
"FU00K","asynch","ORTH-90",2,0,"90","ORTH"
"FU00K","asynch","ORTH-90",3,0,"90","ORTH"
"FU00K","asynch","ORTH-90",4,0,"90","ORTH"
"FU00K","asynch","ORTH-90",5,0,"90","ORTH"
"FU00K","asynch","ORTH-90",6,0,"90","ORTH"
"FU00K","asynch","ORTH-90",7,0,"90","ORTH"
"FU00K","asynch","ORTH-90",8,0,"90","ORTH"
"FU00K","asynch","ORTH-90",9,0,"90","ORTH"
"FU00K","asynch","ORTH-90",10,0,"90","ORTH"
"FU00K","asynch","ORTH-90",11,0,"90","ORTH"
"FU00K","asynch","ORTH-90",12,0,"90","ORTH"
"FU00K","asynch","ORTH-90",13,0,"90","ORTH"
"RZDXV","asynch","ORTH-90",1,0,"90","ORTH"
"RZDXV","asynch","ORTH-90",2,0,"90","ORTH"
"RZDXV","asynch","ORTH-90",3,0,"90","ORTH"
"RZDXV","asynch","ORTH-90",4,0,"90","ORTH"
"RZDXV","asynch","ORTH-90",5,0,"90","ORTH"
"RZDXV","asynch","ORTH-90",6,0,"90","ORTH"
"RZDXV","asynch","ORTH-90",7,0,"90","ORTH"
"RZDXV","asynch","ORTH-90",8,0,"90","ORTH"
"RZDXV","asynch","ORTH-90",9,0,"90","ORTH"
"RZDXV","asynch","ORTH-90",10,0,"90","ORTH"
"RZDXV","asynch","ORTH-90",11,0,"90","ORTH"
"RZDXV","asynch","ORTH-90",12,0,"90","ORTH"
"RZDXV","asynch","ORTH-90",13,0,"90","ORTH"
"19J1Q","asynch","ORTH-90",1,1,"90","ORTH"
"19J1Q","asynch","ORTH-90",2,2,"90","ORTH"
"19J1Q","asynch","ORTH-90",3,3,"90","ORTH"
"19J1Q","asynch","ORTH-90",4,4,"90","ORTH"
"19J1Q","asynch","ORTH-90",5,5,"90","ORTH"
"19J1Q","asynch","ORTH-90",6,6,"90","ORTH"
"19J1Q","asynch","ORTH-90",7,7,"90","ORTH"
"19J1Q","asynch","ORTH-90",8,8,"90","ORTH"
"19J1Q","asynch","ORTH-90",9,9,"90","ORTH"
"19J1Q","asynch","ORTH-90",10,10,"90","ORTH"
"19J1Q","asynch","ORTH-90",11,10,"90","ORTH"
"19J1Q","asynch","ORTH-90",12,11,"90","ORTH"
"19J1Q","asynch","ORTH-90",13,12,"90","ORTH"
"JL6P0","asynch","ORTH-90",1,0,"90","ORTH"
"JL6P0","asynch","ORTH-90",2,0,"90","ORTH"
"JL6P0","asynch","ORTH-90",3,0,"90","ORTH"
"JL6P0","asynch","ORTH-90",4,0,"90","ORTH"
"JL6P0","asynch","ORTH-90",5,0,"90","ORTH"
"JL6P0","asynch","ORTH-90",6,0,"90","ORTH"
"JL6P0","asynch","ORTH-90",7,0,"90","ORTH"
"JL6P0","asynch","ORTH-90",8,0,"90","ORTH"
"JL6P0","asynch","ORTH-90",9,0,"90","ORTH"
"JL6P0","asynch","ORTH-90",10,0,"90","ORTH"
"JL6P0","asynch","ORTH-90",11,0,"90","ORTH"
"JL6P0","asynch","ORTH-90",12,0,"90","ORTH"
"JL6P0","asynch","ORTH-90",13,0,"90","ORTH"
"XXOM5","asynch","ORTH-90",1,0,"90","ORTH"
"XXOM5","asynch","ORTH-90",2,0,"90","ORTH"
"XXOM5","asynch","ORTH-90",3,0,"90","ORTH"
"XXOM5","asynch","ORTH-90",4,0,"90","ORTH"
"XXOM5","asynch","ORTH-90",5,1,"90","ORTH"
"XXOM5","asynch","ORTH-90",6,1,"90","ORTH"
"XXOM5","asynch","ORTH-90",7,2,"90","ORTH"
"XXOM5","asynch","ORTH-90",8,3,"90","ORTH"
"XXOM5","asynch","ORTH-90",9,4,"90","ORTH"
"XXOM5","asynch","ORTH-90",10,5,"90","ORTH"
"XXOM5","asynch","ORTH-90",11,5,"90","ORTH"
"XXOM5","asynch","ORTH-90",12,6,"90","ORTH"
"XXOM5","asynch","ORTH-90",13,7,"90","ORTH"
"4QQY9","asynch","ORTH-90",1,0,"90","ORTH"
"4QQY9","asynch","ORTH-90",2,1,"90","ORTH"
"4QQY9","asynch","ORTH-90",3,1,"90","ORTH"
"4QQY9","asynch","ORTH-90",4,1,"90","ORTH"
"4QQY9","asynch","ORTH-90",5,1,"90","ORTH"
"4QQY9","asynch","ORTH-90",6,1,"90","ORTH"
"4QQY9","asynch","ORTH-90",7,1,"90","ORTH"
"4QQY9","asynch","ORTH-90",8,1,"90","ORTH"
"4QQY9","asynch","ORTH-90",9,1,"90","ORTH"
"4QQY9","asynch","ORTH-90",10,1,"90","ORTH"
"4QQY9","asynch","ORTH-90",11,1,"90","ORTH"
"4QQY9","asynch","ORTH-90",12,2,"90","ORTH"
"4QQY9","asynch","ORTH-90",13,3,"90","ORTH"
"FU6VN","asynch","ORTH-90",1,0,"90","ORTH"
"FU6VN","asynch","ORTH-90",2,0,"90","ORTH"
"FU6VN","asynch","ORTH-90",3,0,"90","ORTH"
"FU6VN","asynch","ORTH-90",4,0,"90","ORTH"
"FU6VN","asynch","ORTH-90",5,1,"90","ORTH"
"FU6VN","asynch","ORTH-90",6,1,"90","ORTH"
"FU6VN","asynch","ORTH-90",7,1,"90","ORTH"
"FU6VN","asynch","ORTH-90",8,1,"90","ORTH"
"FU6VN","asynch","ORTH-90",9,1,"90","ORTH"
"FU6VN","asynch","ORTH-90",10,1,"90","ORTH"
"FU6VN","asynch","ORTH-90",11,1,"90","ORTH"
"FU6VN","asynch","ORTH-90",12,1,"90","ORTH"
"FU6VN","asynch","ORTH-90",13,1,"90","ORTH"
"GNSP3","asynch","ORTH-90",1,0,"90","ORTH"
"GNSP3","asynch","ORTH-90",2,0,"90","ORTH"
"GNSP3","asynch","ORTH-90",3,0,"90","ORTH"
"GNSP3","asynch","ORTH-90",4,0,"90","ORTH"
"GNSP3","asynch","ORTH-90",5,0,"90","ORTH"
"GNSP3","asynch","ORTH-90",6,0,"90","ORTH"
"GNSP3","asynch","ORTH-90",7,0,"90","ORTH"
"GNSP3","asynch","ORTH-90",8,0,"90","ORTH"
"GNSP3","asynch","ORTH-90",9,0,"90","ORTH"
"GNSP3","asynch","ORTH-90",10,0,"90","ORTH"
"GNSP3","asynch","ORTH-90",11,0,"90","ORTH"
"GNSP3","asynch","ORTH-90",12,0,"90","ORTH"
"GNSP3","asynch","ORTH-90",13,0,"90","ORTH"
"A3ZGA","asynch","ORTH-90",1,0,"90","ORTH"
"A3ZGA","asynch","ORTH-90",2,0,"90","ORTH"
"A3ZGA","asynch","ORTH-90",3,1,"90","ORTH"
"A3ZGA","asynch","ORTH-90",4,1,"90","ORTH"
"A3ZGA","asynch","ORTH-90",5,1,"90","ORTH"
"A3ZGA","asynch","ORTH-90",6,1,"90","ORTH"
"A3ZGA","asynch","ORTH-90",7,1,"90","ORTH"
"A3ZGA","asynch","ORTH-90",8,1,"90","ORTH"
"A3ZGA","asynch","ORTH-90",9,1,"90","ORTH"
"A3ZGA","asynch","ORTH-90",10,2,"90","ORTH"
"A3ZGA","asynch","ORTH-90",11,2,"90","ORTH"
"A3ZGA","asynch","ORTH-90",12,2,"90","ORTH"
"A3ZGA","asynch","ORTH-90",13,2,"90","ORTH"
"FEOH4","asynch","ORTH-90",1,0,"90","ORTH"
"FEOH4","asynch","ORTH-90",2,0,"90","ORTH"
"FEOH4","asynch","ORTH-90",3,0,"90","ORTH"
"FEOH4","asynch","ORTH-90",4,0,"90","ORTH"
"FEOH4","asynch","ORTH-90",5,0,"90","ORTH"
"FEOH4","asynch","ORTH-90",6,0,"90","ORTH"
"FEOH4","asynch","ORTH-90",7,0,"90","ORTH"
"FEOH4","asynch","ORTH-90",8,0,"90","ORTH"
"FEOH4","asynch","ORTH-90",9,0,"90","ORTH"
"FEOH4","asynch","ORTH-90",10,0,"90","ORTH"
"FEOH4","asynch","ORTH-90",11,0,"90","ORTH"
"FEOH4","asynch","ORTH-90",12,0,"90","ORTH"
"FEOH4","asynch","ORTH-90",13,0,"90","ORTH"
"6FKSW","asynch","TRI-45",1,1,"45","TRI"
"6FKSW","asynch","TRI-45",2,2,"45","TRI"
"6FKSW","asynch","TRI-45",3,3,"45","TRI"
"6FKSW","asynch","TRI-45",4,4,"45","TRI"
"6FKSW","asynch","TRI-45",5,5,"45","TRI"
"6FKSW","asynch","TRI-45",6,6,"45","TRI"
"6FKSW","asynch","TRI-45",7,7,"45","TRI"
"6FKSW","asynch","TRI-45",8,8,"45","TRI"
"6FKSW","asynch","TRI-45",9,9,"45","TRI"
"6FKSW","asynch","TRI-45",10,10,"45","TRI"
"6FKSW","asynch","TRI-45",11,11,"45","TRI"
"6FKSW","asynch","TRI-45",12,12,"45","TRI"
"6FKSW","asynch","TRI-45",13,13,"45","TRI"
"TSE1Z","asynch","TRI-45",1,1,"45","TRI"
"TSE1Z","asynch","TRI-45",2,2,"45","TRI"
"TSE1Z","asynch","TRI-45",3,3,"45","TRI"
"TSE1Z","asynch","TRI-45",4,4,"45","TRI"
"TSE1Z","asynch","TRI-45",5,5,"45","TRI"
"TSE1Z","asynch","TRI-45",6,5,"45","TRI"
"TSE1Z","asynch","TRI-45",7,5,"45","TRI"
"TSE1Z","asynch","TRI-45",8,6,"45","TRI"
"TSE1Z","asynch","TRI-45",9,7,"45","TRI"
"TSE1Z","asynch","TRI-45",10,8,"45","TRI"
"TSE1Z","asynch","TRI-45",11,9,"45","TRI"
"TSE1Z","asynch","TRI-45",12,10,"45","TRI"
"TSE1Z","asynch","TRI-45",13,11,"45","TRI"
"VVDBP","asynch","TRI-45",1,1,"45","TRI"
"VVDBP","asynch","TRI-45",2,2,"45","TRI"
"VVDBP","asynch","TRI-45",3,3,"45","TRI"
"VVDBP","asynch","TRI-45",4,4,"45","TRI"
"VVDBP","asynch","TRI-45",5,5,"45","TRI"
"VVDBP","asynch","TRI-45",6,6,"45","TRI"
"VVDBP","asynch","TRI-45",7,6,"45","TRI"
"VVDBP","asynch","TRI-45",8,7,"45","TRI"
"VVDBP","asynch","TRI-45",9,8,"45","TRI"
"VVDBP","asynch","TRI-45",10,9,"45","TRI"
"VVDBP","asynch","TRI-45",11,10,"45","TRI"
"VVDBP","asynch","TRI-45",12,11,"45","TRI"
"VVDBP","asynch","TRI-45",13,12,"45","TRI"
"O4PRC","asynch","TRI-45",1,1,"45","TRI"
"O4PRC","asynch","TRI-45",2,1,"45","TRI"
"O4PRC","asynch","TRI-45",3,2,"45","TRI"
"O4PRC","asynch","TRI-45",4,3,"45","TRI"
"O4PRC","asynch","TRI-45",5,4,"45","TRI"
"O4PRC","asynch","TRI-45",6,5,"45","TRI"
"O4PRC","asynch","TRI-45",7,6,"45","TRI"
"O4PRC","asynch","TRI-45",8,7,"45","TRI"
"O4PRC","asynch","TRI-45",9,8,"45","TRI"
"O4PRC","asynch","TRI-45",10,9,"45","TRI"
"O4PRC","asynch","TRI-45",11,10,"45","TRI"
"O4PRC","asynch","TRI-45",12,11,"45","TRI"
"O4PRC","asynch","TRI-45",13,12,"45","TRI"
"KJSWM","asynch","TRI-45",1,1,"45","TRI"
"KJSWM","asynch","TRI-45",2,2,"45","TRI"
"KJSWM","asynch","TRI-45",3,3,"45","TRI"
"KJSWM","asynch","TRI-45",4,3,"45","TRI"
"KJSWM","asynch","TRI-45",5,3,"45","TRI"
"KJSWM","asynch","TRI-45",6,4,"45","TRI"
"KJSWM","asynch","TRI-45",7,4,"45","TRI"
"KJSWM","asynch","TRI-45",8,5,"45","TRI"
"KJSWM","asynch","TRI-45",9,6,"45","TRI"
"KJSWM","asynch","TRI-45",10,7,"45","TRI"
"KJSWM","asynch","TRI-45",11,8,"45","TRI"
"KJSWM","asynch","TRI-45",12,9,"45","TRI"
"KJSWM","asynch","TRI-45",13,9,"45","TRI"
"DA399","asynch","TRI-45",1,1,"45","TRI"
"DA399","asynch","TRI-45",2,2,"45","TRI"
"DA399","asynch","TRI-45",3,2,"45","TRI"
"DA399","asynch","TRI-45",4,3,"45","TRI"
"DA399","asynch","TRI-45",5,3,"45","TRI"
"DA399","asynch","TRI-45",6,4,"45","TRI"
"DA399","asynch","TRI-45",7,4,"45","TRI"
"DA399","asynch","TRI-45",8,4,"45","TRI"
"DA399","asynch","TRI-45",9,5,"45","TRI"
"DA399","asynch","TRI-45",10,5,"45","TRI"
"DA399","asynch","TRI-45",11,5,"45","TRI"
"DA399","asynch","TRI-45",12,6,"45","TRI"
"DA399","asynch","TRI-45",13,6,"45","TRI"
"N9DY5","asynch","TRI-45",1,0,"45","TRI"
"N9DY5","asynch","TRI-45",2,0,"45","TRI"
"N9DY5","asynch","TRI-45",3,0,"45","TRI"
"N9DY5","asynch","TRI-45",4,0,"45","TRI"
"N9DY5","asynch","TRI-45",5,0,"45","TRI"
"N9DY5","asynch","TRI-45",6,0,"45","TRI"
"N9DY5","asynch","TRI-45",7,0,"45","TRI"
"N9DY5","asynch","TRI-45",8,1,"45","TRI"
"N9DY5","asynch","TRI-45",9,1,"45","TRI"
"N9DY5","asynch","TRI-45",10,1,"45","TRI"
"N9DY5","asynch","TRI-45",11,1,"45","TRI"
"N9DY5","asynch","TRI-45",12,1,"45","TRI"
"N9DY5","asynch","TRI-45",13,1,"45","TRI"
"P8KQR","asynch","TRI-45",1,1,"45","TRI"
"P8KQR","asynch","TRI-45",2,2,"45","TRI"
"P8KQR","asynch","TRI-45",3,3,"45","TRI"
"P8KQR","asynch","TRI-45",4,3,"45","TRI"
"P8KQR","asynch","TRI-45",5,3,"45","TRI"
"P8KQR","asynch","TRI-45",6,4,"45","TRI"
"P8KQR","asynch","TRI-45",7,4,"45","TRI"
"P8KQR","asynch","TRI-45",8,5,"45","TRI"
"P8KQR","asynch","TRI-45",9,6,"45","TRI"
"P8KQR","asynch","TRI-45",10,7,"45","TRI"
"P8KQR","asynch","TRI-45",11,8,"45","TRI"
"P8KQR","asynch","TRI-45",12,9,"45","TRI"
"P8KQR","asynch","TRI-45",13,10,"45","TRI"
"L4D30","asynch","TRI-45",1,0,"45","TRI"
"L4D30","asynch","TRI-45",2,0,"45","TRI"
"L4D30","asynch","TRI-45",3,0,"45","TRI"
"L4D30","asynch","TRI-45",4,0,"45","TRI"
"L4D30","asynch","TRI-45",5,1,"45","TRI"
"L4D30","asynch","TRI-45",6,1,"45","TRI"
"L4D30","asynch","TRI-45",7,1,"45","TRI"
"L4D30","asynch","TRI-45",8,1,"45","TRI"
"L4D30","asynch","TRI-45",9,1,"45","TRI"
"L4D30","asynch","TRI-45",10,1,"45","TRI"
"L4D30","asynch","TRI-45",11,1,"45","TRI"
"L4D30","asynch","TRI-45",12,1,"45","TRI"
"L4D30","asynch","TRI-45",13,1,"45","TRI"
"QXR09","asynch","TRI-45",1,1,"45","TRI"
"QXR09","asynch","TRI-45",2,2,"45","TRI"
"QXR09","asynch","TRI-45",3,3,"45","TRI"
"QXR09","asynch","TRI-45",4,4,"45","TRI"
"QXR09","asynch","TRI-45",5,5,"45","TRI"
"QXR09","asynch","TRI-45",6,6,"45","TRI"
"QXR09","asynch","TRI-45",7,6,"45","TRI"
"QXR09","asynch","TRI-45",8,6,"45","TRI"
"QXR09","asynch","TRI-45",9,7,"45","TRI"
"QXR09","asynch","TRI-45",10,8,"45","TRI"
"QXR09","asynch","TRI-45",11,9,"45","TRI"
"QXR09","asynch","TRI-45",12,10,"45","TRI"
"QXR09","asynch","TRI-45",13,11,"45","TRI"
"QYK0J","asynch","TRI-45",1,1,"45","TRI"
"QYK0J","asynch","TRI-45",2,2,"45","TRI"
"QYK0J","asynch","TRI-45",3,3,"45","TRI"
"QYK0J","asynch","TRI-45",4,4,"45","TRI"
"QYK0J","asynch","TRI-45",5,5,"45","TRI"
"QYK0J","asynch","TRI-45",6,6,"45","TRI"
"QYK0J","asynch","TRI-45",7,7,"45","TRI"
"QYK0J","asynch","TRI-45",8,8,"45","TRI"
"QYK0J","asynch","TRI-45",9,9,"45","TRI"
"QYK0J","asynch","TRI-45",10,10,"45","TRI"
"QYK0J","asynch","TRI-45",11,11,"45","TRI"
"QYK0J","asynch","TRI-45",12,12,"45","TRI"
"QYK0J","asynch","TRI-45",13,12,"45","TRI"
"Y2L3R","asynch","TRI-45",1,1,"45","TRI"
"Y2L3R","asynch","TRI-45",2,1,"45","TRI"
"Y2L3R","asynch","TRI-45",3,1,"45","TRI"
"Y2L3R","asynch","TRI-45",4,1,"45","TRI"
"Y2L3R","asynch","TRI-45",5,1,"45","TRI"
"Y2L3R","asynch","TRI-45",6,1,"45","TRI"
"Y2L3R","asynch","TRI-45",7,1,"45","TRI"
"Y2L3R","asynch","TRI-45",8,1,"45","TRI"
"Y2L3R","asynch","TRI-45",9,2,"45","TRI"
"Y2L3R","asynch","TRI-45",10,2,"45","TRI"
"Y2L3R","asynch","TRI-45",11,2,"45","TRI"
"Y2L3R","asynch","TRI-45",12,2,"45","TRI"
"Y2L3R","asynch","TRI-45",13,2,"45","TRI"
"D38LF","asynch","TRI-45",1,1,"45","TRI"
"D38LF","asynch","TRI-45",2,1,"45","TRI"
"D38LF","asynch","TRI-45",3,2,"45","TRI"
"D38LF","asynch","TRI-45",4,2,"45","TRI"
"D38LF","asynch","TRI-45",5,3,"45","TRI"
"D38LF","asynch","TRI-45",6,4,"45","TRI"
"D38LF","asynch","TRI-45",7,4,"45","TRI"
"D38LF","asynch","TRI-45",8,5,"45","TRI"
"D38LF","asynch","TRI-45",9,6,"45","TRI"
"D38LF","asynch","TRI-45",10,7,"45","TRI"
"D38LF","asynch","TRI-45",11,8,"45","TRI"
"D38LF","asynch","TRI-45",12,8,"45","TRI"
"D38LF","asynch","TRI-45",13,9,"45","TRI"
"KKR6H","asynch","TRI-45",1,1,"45","TRI"
"KKR6H","asynch","TRI-45",2,2,"45","TRI"
"KKR6H","asynch","TRI-45",3,3,"45","TRI"
"KKR6H","asynch","TRI-45",4,3,"45","TRI"
"KKR6H","asynch","TRI-45",5,3,"45","TRI"
"KKR6H","asynch","TRI-45",6,4,"45","TRI"
"KKR6H","asynch","TRI-45",7,4,"45","TRI"
"KKR6H","asynch","TRI-45",8,4,"45","TRI"
"KKR6H","asynch","TRI-45",9,5,"45","TRI"
"KKR6H","asynch","TRI-45",10,6,"45","TRI"
"KKR6H","asynch","TRI-45",11,7,"45","TRI"
"KKR6H","asynch","TRI-45",12,8,"45","TRI"
"KKR6H","asynch","TRI-45",13,8,"45","TRI"
"F0UYQ","asynch","TRI-45",1,1,"45","TRI"
"F0UYQ","asynch","TRI-45",2,2,"45","TRI"
"F0UYQ","asynch","TRI-45",3,3,"45","TRI"
"F0UYQ","asynch","TRI-45",4,3,"45","TRI"
"F0UYQ","asynch","TRI-45",5,4,"45","TRI"
"F0UYQ","asynch","TRI-45",6,5,"45","TRI"
"F0UYQ","asynch","TRI-45",7,6,"45","TRI"
"F0UYQ","asynch","TRI-45",8,7,"45","TRI"
"F0UYQ","asynch","TRI-45",9,8,"45","TRI"
"F0UYQ","asynch","TRI-45",10,9,"45","TRI"
"F0UYQ","asynch","TRI-45",11,10,"45","TRI"
"F0UYQ","asynch","TRI-45",12,11,"45","TRI"
"F0UYQ","asynch","TRI-45",13,12,"45","TRI"
"LWAZX","asynch","TRI-45",1,1,"45","TRI"
"LWAZX","asynch","TRI-45",2,2,"45","TRI"
"LWAZX","asynch","TRI-45",3,3,"45","TRI"
"LWAZX","asynch","TRI-45",4,4,"45","TRI"
"LWAZX","asynch","TRI-45",5,5,"45","TRI"
"LWAZX","asynch","TRI-45",6,6,"45","TRI"
"LWAZX","asynch","TRI-45",7,6,"45","TRI"
"LWAZX","asynch","TRI-45",8,7,"45","TRI"
"LWAZX","asynch","TRI-45",9,8,"45","TRI"
"LWAZX","asynch","TRI-45",10,9,"45","TRI"
"LWAZX","asynch","TRI-45",11,10,"45","TRI"
"LWAZX","asynch","TRI-45",12,11,"45","TRI"
"LWAZX","asynch","TRI-45",13,11,"45","TRI"
"CGLFH","asynch","TRI-45",1,1,"45","TRI"
"CGLFH","asynch","TRI-45",2,2,"45","TRI"
"CGLFH","asynch","TRI-45",3,3,"45","TRI"
"CGLFH","asynch","TRI-45",4,3,"45","TRI"
"CGLFH","asynch","TRI-45",5,3,"45","TRI"
"CGLFH","asynch","TRI-45",6,3,"45","TRI"
"CGLFH","asynch","TRI-45",7,3,"45","TRI"
"CGLFH","asynch","TRI-45",8,3,"45","TRI"
"CGLFH","asynch","TRI-45",9,4,"45","TRI"
"CGLFH","asynch","TRI-45",10,5,"45","TRI"
"CGLFH","asynch","TRI-45",11,5,"45","TRI"
"CGLFH","asynch","TRI-45",12,6,"45","TRI"
"CGLFH","asynch","TRI-45",13,6,"45","TRI"
"60FOH","asynch","TRI-45",1,0,"45","TRI"
"60FOH","asynch","TRI-45",2,0,"45","TRI"
"60FOH","asynch","TRI-45",3,0,"45","TRI"
"60FOH","asynch","TRI-45",4,0,"45","TRI"
"60FOH","asynch","TRI-45",5,0,"45","TRI"
"60FOH","asynch","TRI-45",6,0,"45","TRI"
"60FOH","asynch","TRI-45",7,0,"45","TRI"
"60FOH","asynch","TRI-45",8,1,"45","TRI"
"60FOH","asynch","TRI-45",9,2,"45","TRI"
"60FOH","asynch","TRI-45",10,3,"45","TRI"
"60FOH","asynch","TRI-45",11,3,"45","TRI"
"60FOH","asynch","TRI-45",12,3,"45","TRI"
"60FOH","asynch","TRI-45",13,3,"45","TRI"
"HRR7M","asynch","TRI-45",1,1,"45","TRI"
"HRR7M","asynch","TRI-45",2,2,"45","TRI"
"HRR7M","asynch","TRI-45",3,3,"45","TRI"
"HRR7M","asynch","TRI-45",4,3,"45","TRI"
"HRR7M","asynch","TRI-45",5,3,"45","TRI"
"HRR7M","asynch","TRI-45",6,4,"45","TRI"
"HRR7M","asynch","TRI-45",7,4,"45","TRI"
"HRR7M","asynch","TRI-45",8,5,"45","TRI"
"HRR7M","asynch","TRI-45",9,6,"45","TRI"
"HRR7M","asynch","TRI-45",10,7,"45","TRI"
"HRR7M","asynch","TRI-45",11,8,"45","TRI"
"HRR7M","asynch","TRI-45",12,9,"45","TRI"
"HRR7M","asynch","TRI-45",13,9,"45","TRI"
"0ZQNF","asynch","TRI-45",1,1,"45","TRI"
"0ZQNF","asynch","TRI-45",2,2,"45","TRI"
"0ZQNF","asynch","TRI-45",3,3,"45","TRI"
"0ZQNF","asynch","TRI-45",4,4,"45","TRI"
"0ZQNF","asynch","TRI-45",5,4,"45","TRI"
"0ZQNF","asynch","TRI-45",6,5,"45","TRI"
"0ZQNF","asynch","TRI-45",7,5,"45","TRI"
"0ZQNF","asynch","TRI-45",8,6,"45","TRI"
"0ZQNF","asynch","TRI-45",9,7,"45","TRI"
"0ZQNF","asynch","TRI-45",10,8,"45","TRI"
"0ZQNF","asynch","TRI-45",11,9,"45","TRI"
"0ZQNF","asynch","TRI-45",12,10,"45","TRI"
"0ZQNF","asynch","TRI-45",13,10,"45","TRI"
"0XW1U","asynch","TRI-45",1,1,"45","TRI"
"0XW1U","asynch","TRI-45",2,2,"45","TRI"
"0XW1U","asynch","TRI-45",3,3,"45","TRI"
"0XW1U","asynch","TRI-45",4,4,"45","TRI"
"0XW1U","asynch","TRI-45",5,4,"45","TRI"
"0XW1U","asynch","TRI-45",6,5,"45","TRI"
"0XW1U","asynch","TRI-45",7,6,"45","TRI"
"0XW1U","asynch","TRI-45",8,7,"45","TRI"
"0XW1U","asynch","TRI-45",9,8,"45","TRI"
"0XW1U","asynch","TRI-45",10,9,"45","TRI"
"0XW1U","asynch","TRI-45",11,10,"45","TRI"
"0XW1U","asynch","TRI-45",12,11,"45","TRI"
"0XW1U","asynch","TRI-45",13,12,"45","TRI"
"V0BZG","asynch","TRI-45",1,1,"45","TRI"
"V0BZG","asynch","TRI-45",2,2,"45","TRI"
"V0BZG","asynch","TRI-45",3,3,"45","TRI"
"V0BZG","asynch","TRI-45",4,4,"45","TRI"
"V0BZG","asynch","TRI-45",5,4,"45","TRI"
"V0BZG","asynch","TRI-45",6,5,"45","TRI"
"V0BZG","asynch","TRI-45",7,5,"45","TRI"
"V0BZG","asynch","TRI-45",8,6,"45","TRI"
"V0BZG","asynch","TRI-45",9,7,"45","TRI"
"V0BZG","asynch","TRI-45",10,8,"45","TRI"
"V0BZG","asynch","TRI-45",11,8,"45","TRI"
"V0BZG","asynch","TRI-45",12,9,"45","TRI"
"V0BZG","asynch","TRI-45",13,9,"45","TRI"
"BQ01X","asynch","TRI-45",1,0,"45","TRI"
"BQ01X","asynch","TRI-45",2,1,"45","TRI"
"BQ01X","asynch","TRI-45",3,2,"45","TRI"
"BQ01X","asynch","TRI-45",4,2,"45","TRI"
"BQ01X","asynch","TRI-45",5,2,"45","TRI"
"BQ01X","asynch","TRI-45",6,2,"45","TRI"
"BQ01X","asynch","TRI-45",7,2,"45","TRI"
"BQ01X","asynch","TRI-45",8,2,"45","TRI"
"BQ01X","asynch","TRI-45",9,2,"45","TRI"
"BQ01X","asynch","TRI-45",10,2,"45","TRI"
"BQ01X","asynch","TRI-45",11,2,"45","TRI"
"BQ01X","asynch","TRI-45",12,2,"45","TRI"
"BQ01X","asynch","TRI-45",13,2,"45","TRI"
"0CY2P","asynch","TRI-45",1,1,"45","TRI"
"0CY2P","asynch","TRI-45",2,2,"45","TRI"
"0CY2P","asynch","TRI-45",3,3,"45","TRI"
"0CY2P","asynch","TRI-45",4,4,"45","TRI"
"0CY2P","asynch","TRI-45",5,5,"45","TRI"
"0CY2P","asynch","TRI-45",6,6,"45","TRI"
"0CY2P","asynch","TRI-45",7,7,"45","TRI"
"0CY2P","asynch","TRI-45",8,7,"45","TRI"
"0CY2P","asynch","TRI-45",9,8,"45","TRI"
"0CY2P","asynch","TRI-45",10,9,"45","TRI"
"0CY2P","asynch","TRI-45",11,10,"45","TRI"
"0CY2P","asynch","TRI-45",12,11,"45","TRI"
"0CY2P","asynch","TRI-45",13,12,"45","TRI"
