"subject","mode","condition","question","score"
"5P3XF","asynch","121",8,7
"5P3XF","asynch","121",9,8
"5P3XF","asynch","121",10,9
"5P3XF","asynch","121",11,9
"5P3XF","asynch","121",12,10
"5P3XF","asynch","121",13,11
"AU0MW","asynch","121",1,0
"AU0MW","asynch","121",2,0
"AU0MW","asynch","121",3,0
"AU0MW","asynch","121",4,0
"AU0MW","asynch","121",5,0
"AU0MW","asynch","121",6,0
"AU0MW","asynch","121",7,0
"AU0MW","asynch","121",8,0
"AU0MW","asynch","121",9,0
"AU0MW","asynch","121",10,0
"AU0MW","asynch","121",11,0
"AU0MW","asynch","121",12,0
"AU0MW","asynch","121",13,0
"HCGNQ","asynch","121",1,0
"HCGNQ","asynch","121",2,0
"HCGNQ","asynch","121",3,0
"HCGNQ","asynch","121",4,0
"HCGNQ","asynch","121",5,0
"HCGNQ","asynch","121",6,0
"HCGNQ","asynch","121",7,0
"HCGNQ","asynch","121",8,0
"HCGNQ","asynch","121",9,0
"HCGNQ","asynch","121",10,0
"HCGNQ","asynch","121",11,0
"HCGNQ","asynch","121",12,0
"HCGNQ","asynch","121",13,0
"STJP3","asynch","111",1,0
"STJP3","asynch","111",2,0
"STJP3","asynch","111",3,0
"STJP3","asynch","111",4,0
"STJP3","asynch","111",5,0
"STJP3","asynch","111",6,0
"STJP3","asynch","111",7,0
"STJP3","asynch","111",8,0
"STJP3","asynch","111",9,0
"STJP3","asynch","111",10,0
"STJP3","asynch","111",11,0
"STJP3","asynch","111",12,0
"STJP3","asynch","111",13,0
"GY85V","asynch","111",1,0
"GY85V","asynch","111",2,0
"GY85V","asynch","111",3,0
"GY85V","asynch","111",4,0
"GY85V","asynch","111",5,0
"GY85V","asynch","111",6,0
"GY85V","asynch","111",7,0
"GY85V","asynch","111",8,0
"GY85V","asynch","111",9,0
"GY85V","asynch","111",10,0
"GY85V","asynch","111",11,0
"GY85V","asynch","111",12,0
"GY85V","asynch","111",13,0
"3PADQ","asynch","111",1,0
"3PADQ","asynch","111",2,0
"3PADQ","asynch","111",3,0
"3PADQ","asynch","111",4,0
"3PADQ","asynch","111",5,0
"3PADQ","asynch","111",6,0
"3PADQ","asynch","111",7,0
"3PADQ","asynch","111",8,0
"3PADQ","asynch","111",9,0
"3PADQ","asynch","111",10,0
"3PADQ","asynch","111",11,0
"3PADQ","asynch","111",12,0
"3PADQ","asynch","111",13,0
"240Y4","asynch","121",1,0
"240Y4","asynch","121",2,0
"240Y4","asynch","121",3,0
"240Y4","asynch","121",4,0
"240Y4","asynch","121",5,1
"240Y4","asynch","121",6,1
"240Y4","asynch","121",7,1
"240Y4","asynch","121",8,1
"240Y4","asynch","121",9,1
"240Y4","asynch","121",10,1
"240Y4","asynch","121",11,1
"240Y4","asynch","121",12,1
"240Y4","asynch","121",13,1
"3SYRX","asynch","121",1,1
"3SYRX","asynch","121",2,2
"3SYRX","asynch","121",3,3
"3SYRX","asynch","121",4,4
"3SYRX","asynch","121",5,5
"3SYRX","asynch","121",6,6
"3SYRX","asynch","121",7,7
"3SYRX","asynch","121",8,8
"3SYRX","asynch","121",9,9
"3SYRX","asynch","121",10,10
"3SYRX","asynch","121",11,11
"3SYRX","asynch","121",12,12
"3SYRX","asynch","121",13,13
"PFFEV","asynch","111",1,0
"PFFEV","asynch","111",2,0
"PFFEV","asynch","111",3,0
"PFFEV","asynch","111",4,0
"PFFEV","asynch","111",5,0
"PFFEV","asynch","111",6,0
"PFFEV","asynch","111",7,0
"PFFEV","asynch","111",8,0
"PFFEV","asynch","111",9,0
"PFFEV","asynch","111",10,0
"PFFEV","asynch","111",11,0
"PFFEV","asynch","111",12,0
"PFFEV","asynch","111",13,0
"NH0FO","asynch","121",1,1
"NH0FO","asynch","121",2,2
"NH0FO","asynch","121",3,3
"NH0FO","asynch","121",4,4
"NH0FO","asynch","121",5,5
"NH0FO","asynch","121",6,6
"NH0FO","asynch","121",7,7
"NH0FO","asynch","121",8,8
"NH0FO","asynch","121",9,9
"NH0FO","asynch","121",10,10
"NH0FO","asynch","121",11,11
"NH0FO","asynch","121",12,12
"NH0FO","asynch","121",13,13
"XG38D","asynch","111",1,0
"XG38D","asynch","111",2,0
"XG38D","asynch","111",3,0
"XG38D","asynch","111",4,0
"XG38D","asynch","111",5,0
"XG38D","asynch","111",6,0
"XG38D","asynch","111",7,0
"XG38D","asynch","111",8,0
"XG38D","asynch","111",9,0
"XG38D","asynch","111",10,0
"XG38D","asynch","111",11,0
"XG38D","asynch","111",12,0
"XG38D","asynch","111",13,0
"N36VM","asynch","121",1,0
"N36VM","asynch","121",2,0
"N36VM","asynch","121",3,0
"N36VM","asynch","121",4,0
"N36VM","asynch","121",5,0
"N36VM","asynch","121",6,0
"N36VM","asynch","121",7,0
"N36VM","asynch","121",8,0
"N36VM","asynch","121",9,0
"N36VM","asynch","121",10,0
"N36VM","asynch","121",11,0
"N36VM","asynch","121",12,0
"N36VM","asynch","121",13,0
"7METL","asynch","111",1,0
"7METL","asynch","111",2,0
"7METL","asynch","111",3,0
"7METL","asynch","111",4,0
"7METL","asynch","111",5,0
"7METL","asynch","111",6,0
"7METL","asynch","111",7,0
"7METL","asynch","111",8,0
"7METL","asynch","111",9,0
"7METL","asynch","111",10,0
"7METL","asynch","111",11,0
"7METL","asynch","111",12,0
"7METL","asynch","111",13,0
"XV7KZ","asynch","111",1,0
"XV7KZ","asynch","111",2,0
"XV7KZ","asynch","111",3,0
"XV7KZ","asynch","111",4,0
"XV7KZ","asynch","111",5,0
"XV7KZ","asynch","111",6,0
"XV7KZ","asynch","111",7,0
"XV7KZ","asynch","111",8,0
"XV7KZ","asynch","111",9,0
"XV7KZ","asynch","111",10,0
"XV7KZ","asynch","111",11,0
"XV7KZ","asynch","111",12,0
"XV7KZ","asynch","111",13,0
"YUWCZ","asynch","111",1,0
"YUWCZ","asynch","111",2,1
"YUWCZ","asynch","111",3,2
"YUWCZ","asynch","111",4,3
"YUWCZ","asynch","111",5,4
"YUWCZ","asynch","111",6,5
"YUWCZ","asynch","111",7,5
"YUWCZ","asynch","111",8,6
"YUWCZ","asynch","111",9,7
"YUWCZ","asynch","111",10,8
"YUWCZ","asynch","111",11,9
"YUWCZ","asynch","111",12,10
"YUWCZ","asynch","111",13,10
"CN995","asynch","121",1,0
"CN995","asynch","121",2,1
"CN995","asynch","121",3,1
"CN995","asynch","121",4,1
"CN995","asynch","121",5,2
"CN995","asynch","121",6,3
"CN995","asynch","121",7,4
"CN995","asynch","121",8,5
"CN995","asynch","121",9,6
"CN995","asynch","121",10,7
"CN995","asynch","121",11,8
"CN995","asynch","121",12,9
"CN995","asynch","121",13,10
"98R7E","asynch","111",1,1
"98R7E","asynch","111",2,2
"98R7E","asynch","111",3,3
"98R7E","asynch","111",4,4
"98R7E","asynch","111",5,5
"98R7E","asynch","111",6,6
"98R7E","asynch","111",7,6
"98R7E","asynch","111",8,7
"98R7E","asynch","111",9,8
"98R7E","asynch","111",10,9
"98R7E","asynch","111",11,10
"98R7E","asynch","111",12,11
"98R7E","asynch","111",13,12
"ZZNSP","asynch","111",1,0
"ZZNSP","asynch","111",2,0
"ZZNSP","asynch","111",3,0
"ZZNSP","asynch","111",4,0
"ZZNSP","asynch","111",5,0
"ZZNSP","asynch","111",6,0
"ZZNSP","asynch","111",7,0
"ZZNSP","asynch","111",8,0
"ZZNSP","asynch","111",9,0
"ZZNSP","asynch","111",10,0
"ZZNSP","asynch","111",11,0
"ZZNSP","asynch","111",12,0
"ZZNSP","asynch","111",13,0
"PY424","asynch","111",1,0
"PY424","asynch","111",2,0
"PY424","asynch","111",3,0
"PY424","asynch","111",4,0
"PY424","asynch","111",5,1
"PY424","asynch","111",6,1
"PY424","asynch","111",7,1
"PY424","asynch","111",8,1
"PY424","asynch","111",9,1
"PY424","asynch","111",10,1
"PY424","asynch","111",11,1
"PY424","asynch","111",12,1
"PY424","asynch","111",13,1
"N5NRY","asynch","111",1,0
"N5NRY","asynch","111",2,0
"N5NRY","asynch","111",3,1
"N5NRY","asynch","111",4,2
"N5NRY","asynch","111",5,3
"N5NRY","asynch","111",6,4
"N5NRY","asynch","111",7,4
"N5NRY","asynch","111",8,5
"N5NRY","asynch","111",9,6
"N5NRY","asynch","111",10,7
"N5NRY","asynch","111",11,8
"N5NRY","asynch","111",12,9
"N5NRY","asynch","111",13,10
"QXNXR","asynch","121",1,1
"QXNXR","asynch","121",2,2
"QXNXR","asynch","121",3,3
"QXNXR","asynch","121",4,4
"QXNXR","asynch","121",5,5
"QXNXR","asynch","121",6,6
"QXNXR","asynch","121",7,7
"QXNXR","asynch","121",8,8
"QXNXR","asynch","121",9,9
"QXNXR","asynch","121",10,10
"QXNXR","asynch","121",11,11
"QXNXR","asynch","121",12,12
"QXNXR","asynch","121",13,13
"MAJW8","asynch","121",1,1
"MAJW8","asynch","121",2,2
"MAJW8","asynch","121",3,3
"MAJW8","asynch","121",4,4
"MAJW8","asynch","121",5,5
"MAJW8","asynch","121",6,6
"MAJW8","asynch","121",7,7
"MAJW8","asynch","121",8,8
"MAJW8","asynch","121",9,9
"MAJW8","asynch","121",10,10
"MAJW8","asynch","121",11,11
"MAJW8","asynch","121",12,12
"MAJW8","asynch","121",13,13
"DMUWM","asynch","111",1,0
"DMUWM","asynch","111",2,0
"DMUWM","asynch","111",3,0
"DMUWM","asynch","111",4,0
"DMUWM","asynch","111",5,0
"DMUWM","asynch","111",6,0
"DMUWM","asynch","111",7,0
"DMUWM","asynch","111",8,0
"DMUWM","asynch","111",9,0
"DMUWM","asynch","111",10,0
"DMUWM","asynch","111",11,0
"DMUWM","asynch","111",12,0
"DMUWM","asynch","111",13,0
"SG6TQ","asynch","111",1,0
"SG6TQ","asynch","111",2,0
"SG6TQ","asynch","111",3,0
"SG6TQ","asynch","111",4,0
"SG6TQ","asynch","111",5,1
"SG6TQ","asynch","111",6,1
"SG6TQ","asynch","111",7,1
"SG6TQ","asynch","111",8,1
"SG6TQ","asynch","111",9,1
"SG6TQ","asynch","111",10,1
"SG6TQ","asynch","111",11,1
"SG6TQ","asynch","111",12,1
"SG6TQ","asynch","111",13,2
"1JW7Y","asynch","121",1,0
"1JW7Y","asynch","121",2,0
"1JW7Y","asynch","121",3,0
"1JW7Y","asynch","121",4,0
"1JW7Y","asynch","121",5,0
"1JW7Y","asynch","121",6,0
"1JW7Y","asynch","121",7,0
"1JW7Y","asynch","121",8,0
"1JW7Y","asynch","121",9,0
"1JW7Y","asynch","121",10,0
"1JW7Y","asynch","121",11,0
"1JW7Y","asynch","121",12,0
"1JW7Y","asynch","121",13,0
"ARL8H","asynch","121",1,0
"ARL8H","asynch","121",2,0
"ARL8H","asynch","121",3,0
"ARL8H","asynch","121",4,0
"ARL8H","asynch","121",5,0
"ARL8H","asynch","121",6,0
"ARL8H","asynch","121",7,0
"ARL8H","asynch","121",8,0
"ARL8H","asynch","121",9,0
"ARL8H","asynch","121",10,0
"ARL8H","asynch","121",11,0
"ARL8H","asynch","121",12,0
"ARL8H","asynch","121",13,0
"M9WY5","asynch","111",1,0
"M9WY5","asynch","111",2,0
"M9WY5","asynch","111",3,0
"M9WY5","asynch","111",4,0
"M9WY5","asynch","111",5,0
"M9WY5","asynch","111",6,0
"M9WY5","asynch","111",7,0
"M9WY5","asynch","111",8,0
"M9WY5","asynch","111",9,0
"M9WY5","asynch","111",10,0
"M9WY5","asynch","111",11,0
"M9WY5","asynch","111",12,0
"M9WY5","asynch","111",13,0
"N8PCJ","asynch","121",1,0
"N8PCJ","asynch","121",2,0
"N8PCJ","asynch","121",3,0
"N8PCJ","asynch","121",4,0
"N8PCJ","asynch","121",5,0
"N8PCJ","asynch","121",6,0
"N8PCJ","asynch","121",7,0
"N8PCJ","asynch","121",8,0
"N8PCJ","asynch","121",9,0
"N8PCJ","asynch","121",10,0
"N8PCJ","asynch","121",11,0
"N8PCJ","asynch","121",12,0
"N8PCJ","asynch","121",13,0
